"report-file-0"
"Iteration" "dpt"
("Iteration" "dpt" "dpt(instantaneous values)")
1 5.973927010707557 5.973927010707557
2 9.658411785196513 13.34289655968547
3 8.681267100721598 6.726977731771767
4 -4.522847423751372 -44.13519099717028
5 -11.38328275321424 -38.82502407106571
6 -15.12892988729291 -33.85716555768624
7 -14.13198602792275 -8.150322871701793
8 -12.32671831777901 0.3101556532271206
9 -10.91780927939961 0.3534630276355892
10 -9.947051696015523 -1.210233445558697
11 -8.450978275087918 6.509755934188142
12 -5.529145946689727 26.61100966569036
13 -0.5380527376197287 59.35506577122025
14 6.793753765142921 102.1072383010574
15 13.87119191774602 112.9553260541894
16 20.59246166663244 121.4115078999288
17 25.67862252145677 107.057196198646
18 28.5500800364123 77.36485779065639
19 30.96776762878081 74.48614429141395
20 33.09712093737396 73.55483380064368
21 35.03587544513467 73.81096560034901
22 36.82479163844477 74.39203169795684
23 38.60429996422492 77.75348313138821
24 41.26371036934201 102.430149687035
25 43.71052414533236 102.4340547691006
26 45.82849313096574 98.77771777180024
27 47.24511303962244 84.07723066469654
28 48.44098773377583 80.7296044759173
29 49.54489050499903 80.45416809924878
30 50.56889187487806 80.26493160136975
31 51.52921867759058 80.33902275896631
32 52.43209075886902 80.42112527850084
33 53.29098789414137 80.77569622285664
34 54.22873899567161 85.17452534616925
35 55.28508726821308 91.20092853462323
36 56.28731823984948 91.36540224712343
37 57.21993902779916 90.79428739398718
38 58.03958951265013 88.36665745213628
39 58.74503063516668 85.55179329079576
40 59.36660035959003 83.60781961210073
41 59.9537467451916 83.4396021692548
42 60.50628542412427 83.1603712603636
43 61.02238376774414 82.69851419977844
44 61.49492345774588 81.81413012782112
45 61.91505907868117 80.40102639983408
46 62.31812879617224 80.45626608327031
47 62.71619290763135 81.02714203475043
48 63.12720717188338 82.44487759172917
49 63.56610596685935 84.63324812570586
50 64.02445085241271 86.48335024452768
51 64.47065540719193 86.78088314615189
52 64.89883324196418 86.73590281534941
53 65.29610328401492 85.95414547065273
54 65.64992424612312 84.40243523785844
55 65.97073102080449 83.29429685359821
56 66.266851251741 82.55346395324915
57 66.53326422557741 81.45239076041616
58 66.7836817758556 81.05748214171268
59 67.02853878229098 81.23024515554309
60 67.27273179193989 81.68011936122552
61 67.50988035095351 81.73879389177077
62 67.74091614601862 81.83409964499064
63 67.96824736598064 82.06278300362639
64 68.2151343061964 83.76901153978892
65 68.45866689253367 84.04475241811946
66 68.70017403851868 84.39813852754422
67 68.93451858983957 84.4012589770183
68 69.16032364751936 84.28926251206548
69 69.37342375770142 83.86423125008122
70 69.56448381651111 82.74762787437997
71 69.74834451956109 82.61859373305924
72 69.9250451441854 82.47078949251213
73 70.09298365186312 82.18455620465801
74 70.25064595109002 81.75999379465357
75 70.39411981418976 81.0111856835708
76 70.53109586517753 80.80429968926124
77 70.6643037216508 80.78810081361793
78 70.79593157233312 80.93127607487142
79 70.9260699617265 81.07686433441006
80 71.05811042545061 81.48930705965496
81 71.18832611022137 81.60558089188299
82 71.31565414493619 81.62922495683655
83 71.43912113910115 81.56341466062702
84 71.55598801513159 81.25593872565776
85 71.6821372984525 82.27867709740997
86 71.80556161879801 82.29662884816527
87 71.92648910067879 82.32625254242681
88 72.04447481100659 82.30923160952516
89 72.15688254524912 82.04876315859147
90 72.26619263288907 81.99479043284431
91 72.37257906615581 81.94735806016251
92 72.47599322743451 81.88668190379627
93 72.57558866991823 81.73836937841959
94 72.6678299016356 81.24626445135101
95 72.74794352622673 80.27862423779443
96 72.82351968991503 80.00325524030254
97 72.89664606511084 79.91677808390931
98 72.96694842765184 79.78627759412862
99 73.03838207758004 80.03887977054343
100 73.11361130351639 80.5613046712149
101 73.86073345777962 80.68614243702963
102 74.53523024012922 80.79257479464636
103 75.27686236029575 80.89018974842503
104 76.5302654744505 81.20512041830457
105 77.73601565136156 81.7499936200399
106 78.89647582150577 82.18885145673528
107 79.79967521147114 82.16961612483486
108 80.61780276192185 82.12291069829837
109 81.43389349984731 81.96253682018258
110 82.25699620161802 81.10003673151135
111 82.99827124467818 80.63726024020463
112 83.53480027003764 80.26391220163553
113 83.73616903935765 79.491942703221
114 83.50986647283072 79.47698164836504
115 83.17599512835892 79.56819160700776
116 82.75799418278253 79.61141334229148
117 82.48416044522934 79.67382244332694
118 82.50803058876582 79.75187214430422
119 82.5684898125695 80.5320666717831
120 82.64300188079233 81.00604062292724
121 82.71494603643779 81.00538116489537
122 82.78094113894178 80.99154194835573
123 82.81279930884354 80.93930012156255
124 82.59707979244766 80.85819804744796
125 82.38083309002424 80.80938452675939
126 82.19902222347342 80.59663111671806
127 82.16263479963671 80.43848828102462
128 82.15901040984735 80.36716549698264
129 82.15900258916186 80.45338603070006
130 82.16115747041096 80.48041972627863
131 82.16280102012772 80.50337773064152
132 82.16390645863396 80.53166912912391
133 82.16189064716735 80.57411507619545
134 82.11543406591611 80.52886722104624
135 82.00581420894423 80.23894283743576
136 81.88564451475477 79.34843282817863
137 81.77068279092367 79.2981150108762
138 81.67821428991323 79.11980735109188
139 81.61356135000156 79.08649929963052
140 81.56918896186266 79.17058079821058
141 81.5273806420369 79.25877018667758
142 81.48945605055764 79.36791211243718
143 81.4621439921907 79.96730836308561
144 81.44693082606969 80.29281351571903
145 81.45046094348019 80.75403814088553
146 81.45774859799359 81.18503153461032
147 81.46266415245195 81.51869748058729
148 81.45531223742951 81.70968608948402
149 81.43279926513786 82.38195089654066
150 81.39170857003656 82.37428073439747
151 81.346890889863 82.29911512879654
152 81.30004653503038 82.05146733208559
153 81.25546543703953 81.4960356715694
154 81.21407712484877 80.26360401878134
155 81.16576793286977 78.46337765569798
156 81.10890842881669 76.86751354794018
157 81.06117444911031 76.67899278977886
158 81.01768163690298 76.70820092097856
159 80.99392082555815 78.85416402106173
160 80.96628782130824 78.91681893623434
161 80.93933092612838 79.04310437378473
162 80.91512704323129 79.41371135528199
163 80.89195246836729 79.74532551722601
164 80.86418978738021 80.99274344108068
165 80.84067189051557 81.69296273165382
166 80.82240546249423 82.57149572541006
167 80.8064329133711 82.80400406470523
168 80.79561347741337 83.20731891629286
169 80.78879789834853 83.18267334359697
170 80.78498311479885 82.36614951941185
171 80.78039463788664 82.15974604183808
172 80.77554957454291 81.98628315813839
173 80.76626318975903 81.25591772627085
174 80.75251864728575 80.38553954732605
175 80.72648333979204 78.40765493419953
176 80.69598786724873 77.75475243492983
177 80.60683481565641 71.87279565438628
178 80.51698475752028 71.94627026125789
179 80.54388207193102 83.76659577548504
180 80.56680165943841 83.7812658103928
181 80.58791635206717 83.71705015475862
182 80.60762016874619 83.59960662473924
183 80.62539567943357 83.34096572936512
184 80.63499944851884 82.21631563418545
185 80.61836679895978 80.61541214150377
186 80.50367897609009 70.82784656119533
187 80.39141479830334 71.0998347637523
188 80.3894758879171 82.11534057090059
189 80.39035087515043 82.13626188192517
190 80.39111733799494 82.07143671729602
191 80.39258285865608 82.09391012627631
192 80.39401722375855 82.03011841404252
193 80.39466139603036 81.80278660560026
194 80.39377898811905 81.15802366022021
195 80.39608659316359 80.5093847422488
196 80.39863098438803 80.25769436274655
197 80.38418273578698 78.47195322380401
198 80.37172364569075 78.54036858450621
199 80.39675807275532 82.54232247699983
200 80.41651044594283 82.53654198996723
201 80.43481330999585 82.51642884233036
202 80.45092563417369 82.40380721243099
203 80.46433698011778 82.23132434283383
204 80.4714353958145 81.91496198797599
205 80.46533777374087 81.1402314126771
206 80.37722535196824 73.37760927947238
207 80.29046226507222 73.49330743523315
208 80.2840379462245 81.48047881352716
209 80.27929803454133 81.48854565186426
210 80.28310203506184 81.48043678356335
211 80.29096401917946 81.42345865196549
212 80.30173525608836 81.34103589252568
213 80.31742373883941 81.06079097832553
214 80.32980329196967 80.71493696139194
215 80.32141712583612 78.72957499365322
216 80.31323740679345 78.793441438023
217 80.32500944749286 80.85102651326918
218 80.33617348990555 80.8682763855718
219 80.34230123776787 81.14484145801515
220 80.3436416798387 81.14008483001031
221 80.34469065949817 81.11027913084254
222 80.34471332381044 80.99380837958306
223 80.34276432137716 80.74439987823366
224 80.33677658603082 80.25942451281473
225 80.32503969170956 79.63569509463385
226 80.27814231901964 75.90689384772442
227 80.23550348068935 76.17460444799624
228 80.25413982661016 82.23080008906312
229 80.27199746908678 82.23915027836338
230 80.29052761108115 82.33343392571435
231 80.3080311102425 82.25372764677741
232 80.32341743509558 82.07030161443167
233 80.33012173012881 81.2445445795171
234 80.32863432383215 80.38012659138069
235 80.32746802088828 80.1223125430476
236 80.33118536251789 79.72016699113883
237 80.30460628954224 76.64020771331154
238 80.28082826697597 76.74200509446673
239 80.31108128819507 82.11180142153985
240 80.340710902922 82.13354227090254
241 80.36935536925192 82.12321681967005
242 80.39551127303359 81.98350249060429
243 80.41328127874503 81.74430893423036
244 80.42423703505234 81.38838914644904
245 80.36255465039467 74.58579967511818
246 80.29741057687743 74.67062418288552
247 80.29765600134743 81.54323992758989
248 80.29601642459076 81.54572841381655
249 80.28819384986642 81.59969342410564
250 80.28216117486799 81.77101323455572
251 80.2767422864104 81.75722628303804
252 80.27342105608595 81.71934429964051
253 80.27508673361413 81.66260342438706
254 80.28797995604307 81.55292626167648
255 80.31710788061091 81.37617011248135
256 80.28646260141119 73.80298562796787
257 80.25784263991893 73.8169966405537
258 80.26921933704422 77.84587063350715
259 80.25966046355528 77.8982766721677
260 80.25843918310993 78.79469089169987
261 80.2571829823172 78.91748429451138
262 80.25408560862031 79.10397398559377
263 80.25024683807057 79.36144846225157
264 80.2367127815557 79.63933778959327
265 80.22238157561888 80.25984213797375
266 80.29244440338118 89.57777850164101
267 80.35936839618525 89.49640334511176
268 80.33703285846887 80.97376514465549
269 80.31405098662134 80.88448615884408
270 80.23662068522171 74.62311937944963
271 80.16163619766292 74.66129728595726
272 80.08919542423189 74.74220581503585
273 80.02560312147681 74.89668745076284
274 79.97426652471778 75.25187987142243
275 80.08068746740577 89.04974920299836
276 80.19353736818283 89.03974251263774
277 80.33016782859163 85.53584169526584
278 80.46463804343044 85.39329174513928
279 80.47007160693471 84.30995212591253
280 80.32963554873746 69.73765999066643
281 80.19034779030652 69.78827431166545
282 80.05450378555551 70.01520614963957
